City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
266,Zalantun,CN,2021-05-31 04:17:08,48.0,122.7167,67.84,47,100,12.66
267,Te Anau,NZ,2021-05-31 04:17:08,-45.4167,167.7167,46.76,95,100,4.34
268,Oktyabrskoye,RU,2021-05-31 04:17:09,43.0645,44.7417,62.74,87,0,1.34
269,Oranjestad,AW,2021-05-31 04:17:09,12.524,-70.027,80.91,82,20,10.0
270,Maragogi,BR,2021-05-31 04:15:22,-9.0122,-35.2225,74.48,87,78,1.54
271,Conceicao Do Araguaia,BR,2021-05-31 04:17:10,-8.2578,-49.2647,71.73,83,0,1.7
272,Marawi,PH,2021-05-31 04:17:10,7.9986,124.2928,73.65,79,100,0.83
273,Maun,BW,2021-05-31 04:17:11,-19.9833,23.4167,42.76,100,0,1.14
274,Auki,SB,2021-05-31 04:17:11,-8.7676,160.7034,82.47,78,88,3.89
275,Vila Velha,BR,2021-05-31 04:16:25,-20.3297,-40.2925,75.15,88,20,3.44
276,San Juan,AR,2021-05-31 04:17:12,-31.5375,-68.5364,64.72,46,79,6.67
277,Goderich,CA,2021-05-31 04:15:05,43.7501,-81.7165,47.03,57,40,6.29
278,Celestun,MX,2021-05-31 04:17:13,20.8667,-90.4,80.02,77,72,14.97
279,Belogorsk,RU,2021-05-31 04:17:13,50.9158,128.4611,64.04,57,86,11.72
280,Morgan City,US,2021-05-31 04:17:13,29.6994,-91.2068,71.02,79,79,4.81
281,Praia Da Vitoria,PT,2021-05-31 04:17:14,38.7333,-27.0667,62.85,88,20,9.33
282,Grindavik,IS,2021-05-31 04:17:14,63.8424,-22.4338,42.75,93,75,21.59
283,Ambilobe,MG,2021-05-31 04:17:14,-13.2,49.05,71.11,84,5,3.33
284,Vilhena,BR,2021-05-31 04:17:15,-12.7406,-60.1458,68.97,65,95,2.39
285,Waingapu,ID,2021-05-31 04:17:15,-9.6567,120.2641,85.41,57,77,8.88
286,Gazojak,TM,2021-05-31 04:17:16,41.1875,61.4036,101.05,9,4,16.22
287,Youkounkoun,GN,2021-05-31 04:17:17,12.5333,-13.1333,80.82,51,100,6.58
288,Boa Vista,BR,2021-05-31 04:17:17,2.8197,-60.6733,76.98,88,40,0.0
289,West Melbourne,US,2021-05-31 04:17:17,28.0717,-80.6534,78.71,85,20,5.75
290,Alugan,PH,2021-05-31 04:17:18,12.2188,125.4808,86.52,65,100,7.38
291,Kindu,CD,2021-05-31 04:17:18,-2.95,25.95,69.66,69,73,2.71
292,Labuhan,ID,2021-05-31 04:17:19,-6.8844,112.2051,86.07,66,65,3.69
293,Lokosovo,RU,2021-05-31 04:17:19,61.1333,74.8167,57.31,76,71,11.27
